1638335896208,-1.893,5.118,7.336
1638335896209,-1.893,5.118,7.336
1638335896213,-1.886,5.205,7.192
1638335896214,-1.886,5.205,7.192
1638335896218,-1.857,5.255,7.099
1638335896219,-1.857,5.255,7.099
1638335896221,-1.857,5.255,7.099
1638335896224,-1.879,5.277,7.063
1638335896224,-1.879,5.277,7.063
1638335896229,-1.886,5.269,7.127
1638335896229,-1.886,5.269,7.127
1638335896234,-1.836,5.255,7.264
1638335896234,-1.836,5.255,7.264
1638335896238,-1.714,5.219,7.415
1638335896238,-1.714,5.219,7.415
1638335896241,-1.714,5.219,7.415
1638335896244,-1.592,5.147,7.522
1638335896244,-1.592,5.147,7.522
1638335896249,-1.527,5.047,7.551
1638335896249,-1.527,5.047,7.551
1638335896253,-1.592,4.917,7.515
1638335896253,-1.592,4.917,7.515
1638335896258,-1.707,4.738,7.472
1638335896259,-1.707,4.738,7.472
1638335896261,-1.707,4.738,7.472
1638335896264,-1.872,4.479,7.415
1638335896263,-1.872,4.479,7.415
1638335896269,-2.044,4.257,7.314
1638335896268,-2.044,4.257,7.314
1638335896274,-2.217,4.02,7.163
1638335896274,-2.217,4.02,7.163
1638335896279,-2.382,3.818,7.048
1638335896279,-2.382,3.818,7.048
1638335896281,-2.382,3.818,7.048
1638335896284,-2.561,3.66,6.919
1638335896284,-2.561,3.66,6.919
1638335896289,-2.791,3.596,6.826
1638335896289,-2.791,3.596,6.826
1638335896294,-2.921,3.718,6.876
1638335896294,-2.921,3.718,6.876
1638335896299,-2.913,4.02,7.228
1638335896299,-2.913,4.02,7.228
1638335896301,-2.913,4.02,7.228
1638335896304,-2.77,4.134,7.702
1638335896304,-2.77,4.134,7.702
1638335896309,-2.518,4.142,8.226
1638335896309,-2.518,4.142,8.226
1638335896314,-2.209,4.048,8.528
1638335896314,-2.209,4.048,8.528
1638335896318,-1.922,3.854,8.679
1638335896318,-1.922,3.854,8.679
1638335896321,-1.922,3.854,8.679
1638335896323,-1.685,3.639,8.787
1638335896324,-1.685,3.639,8.787
1638335896328,-1.577,3.488,9.016
1638335896329,-1.577,3.488,9.016
1638335896334,-1.606,3.344,9.419
1638335896333,-1.606,3.344,9.419
1638335896338,-1.699,3.201,9.957
1638335896338,-1.699,3.201,9.957
1638335896341,-1.699,3.201,9.957
1638335896344,-1.85,2.971,10.604
1638335896344,-1.85,2.971,10.604
1638335896348,-2.059,2.619,11.013
1638335896349,-2.059,2.619,11.013
1638335896354,-2.267,2.195,11.279
1638335896354,-2.267,2.195,11.279
1638335896358,-2.461,1.778,11.53
1638335896359,-2.461,1.778,11.53
1638335896361,-2.461,1.778,11.53
1638335896364,-2.576,1.426,11.825
1638335896363,-2.576,1.426,11.825
1638335896368,-2.698,1.096,12.148
1638335896368,-2.698,1.096,12.148
1638335896374,-2.834,0.852,12.371
1638335896374,-2.834,0.852,12.371
1638335896379,-2.971,0.701,12.356
1638335896379,-2.971,0.701,12.356
1638335896380,-2.971,0.701,12.356
1638335896384,-3.093,0.672,12.127
1638335896384,-3.093,0.672,12.127
1638335896389,-3.143,0.723,11.89
1638335896388,-3.143,0.723,11.89
1638335896394,-3.179,0.751,11.315
1638335896394,-3.179,0.751,11.315
1638335896398,-3.359,0.723,9.95
1638335896399,-3.359,0.723,9.95
1638335896401,-3.359,0.723,9.95
1638335896403,-3.589,0.679,8.607
1638335896404,-3.589,0.679,8.607
1638335896409,-3.768,0.715,8.083
1638335896409,-3.768,0.715,8.083
1638335896414,-3.826,0.866,8.284
1638335896413,-3.826,0.866,8.284
1638335896419,-3.782,1.125,8.557
1638335896419,-3.782,1.125,8.557
1638335896421,-3.782,1.125,8.557
1638335896424,-3.488,1.498,8.679
1638335896424,-3.488,1.498,8.679
1638335896428,-2.978,1.972,8.693
1638335896429,-2.978,1.972,8.693
1638335896433,-2.346,2.461,8.657
1638335896434,-2.346,2.461,8.657
1638335896438,-1.764,2.863,8.557
1638335896439,-1.764,2.863,8.557
1638335896441,-1.764,2.863,8.557
1638335896443,-1.333,3.05,8.442
1638335896444,-1.333,3.05,8.442
1638335896448,-1.053,3.172,8.377
1638335896449,-1.053,3.172,8.377
1638335896454,-0.931,3.308,8.312
1638335896454,-0.931,3.308,8.312
1638335896459,-0.938,3.423,8.298
1638335896459,-0.938,3.423,8.298
1638335896461,-0.938,3.423,8.298
1638335896463,-0.967,3.488,8.348
1638335896464,-0.967,3.488,8.348
1638335896468,-0.967,3.481,8.42
1638335896469,-0.967,3.481,8.42
1638335896474,-0.967,3.416,8.449
1638335896474,-0.967,3.416,8.449
1638335896479,-0.945,3.366,8.528
1638335896479,-0.945,3.366,8.528
1638335896481,-0.945,3.366,8.528
1638335896484,-0.845,3.387,8.729
1638335896484,-0.845,3.387,8.729
1638335896489,-0.694,3.402,9.002
1638335896488,-0.694,3.402,9.002
1638335896494,-0.572,3.294,9.289
1638335896494,-0.572,3.294,9.289
1638335896499,-0.579,3.071,9.469
1638335896499,-0.579,3.071,9.469
1638335896501,-0.579,3.071,9.469
1638335896503,-0.665,2.741,9.433
1638335896504,-0.665,2.741,9.433
1638335896509,-0.758,2.554,9.34
1638335896509,-0.758,2.554,9.34
1638335896514,-0.766,2.446,9.426
1638335896514,-0.766,2.446,9.426
1638335896519,-0.636,2.418,9.936
1638335896519,-0.636,2.418,9.936
1638335896521,-0.636,2.418,9.936
1638335896524,-0.442,2.446,10.51
1638335896524,-0.442,2.446,10.51
1638335896528,-0.198,2.497,10.927
1638335896529,-0.198,2.497,10.927
1638335896534,-0.019,2.554,11.078
1638335896534,-0.019,2.554,11.078
1638335896539,0.117,2.59,10.992
1638335896539,0.117,2.59,10.992
1638335896541,0.117,2.59,10.992
1638335896544,0.21,2.612,10.755
1638335896543,0.21,2.612,10.755
1638335896548,0.239,2.619,10.46
1638335896549,0.239,2.619,10.46
1638335896553,0.225,2.604,10.273
1638335896554,0.225,2.604,10.273
1638335896558,0.174,2.597,10.115
1638335896559,0.174,2.597,10.115
1638335896561,0.174,2.597,10.115
1638335896564,0.095,2.604,9.957
1638335896563,0.095,2.604,9.957
1638335896569,0.002,2.626,9.828
1638335896569,0.002,2.626,9.828
1638335896573,-0.076,2.698,9.742
1638335896573,-0.076,2.698,9.742
1638335896579,-0.134,2.798,9.663
1638335896578,-0.134,2.798,9.663
1638335896581,-0.134,2.798,9.663
1638335896584,-0.119,2.913,9.469
1638335896583,-0.119,2.913,9.469
1638335896589,-0.055,3.007,9.282
1638335896589,-0.055,3.007,9.282
1638335896594,0.052,3.05,9.131
1638335896593,0.052,3.05,9.131
1638335896599,0.196,3.1,9.124
1638335896599,0.196,3.1,9.124
1638335896601,0.196,3.1,9.124
1638335896603,0.325,3.158,9.289
1638335896604,0.325,3.158,9.289
1638335896608,0.454,3.201,9.598
1638335896609,0.454,3.201,9.598
1638335896613,0.591,3.186,9.957
1638335896614,0.591,3.186,9.957
1638335896619,0.749,3.172,10.367
1638335896618,0.749,3.172,10.367
1638335896621,0.749,3.172,10.367
1638335896623,0.928,3.158,10.604
1638335896624,0.928,3.158,10.604
1638335896629,1.122,3.143,10.747
1638335896629,1.122,3.143,10.747
1638335896633,1.259,3.136,10.798
1638335896634,1.259,3.136,10.798
1638335896638,1.352,3.114,10.819
1638335896639,1.352,3.114,10.819
1638335896641,1.352,3.114,10.819
1638335896643,1.367,3.05,10.791
1638335896644,1.367,3.05,10.791
1638335896649,1.302,2.956,10.719
1638335896648,1.302,2.956,10.719
1638335896654,1.166,2.827,10.618
1638335896653,1.166,2.827,10.618
1638335896658,0.964,2.698,10.467
1638335896659,0.964,2.698,10.467
1638335896661,0.964,2.698,10.467
1638335896664,0.677,2.619,10.281
1638335896663,0.677,2.619,10.281
1638335896668,0.404,2.583,10.115
1638335896669,0.404,2.583,10.115
1638335896673,0.131,2.547,9.965
1638335896673,0.131,2.547,9.965
1638335896679,-0.134,2.49,9.864
1638335896678,-0.134,2.49,9.864
1638335896681,-0.134,2.49,9.864
1638335896683,-0.385,2.418,9.842
1638335896684,-0.385,2.418,9.842
1638335896689,-0.629,2.317,9.893
1638335896689,-0.629,2.317,9.893
1638335896694,-0.845,2.224,10.044
1638335896694,-0.845,2.224,10.044
1638335896699,-1.017,2.152,10.18
1638335896699,-1.017,2.152,10.18
1638335896701,-1.017,2.152,10.18
1638335896704,-1.096,2.13,10.273
1638335896704,-1.096,2.13,10.273
1638335896709,-1.096,2.195,10.309
1638335896709,-1.096,2.195,10.309
1638335896714,-1.039,2.324,10.202
1638335896714,-1.039,2.324,10.202
1638335896718,-0.902,2.518,9.85
1638335896719,-0.902,2.518,9.85
1638335896721,-0.902,2.518,9.85
1638335896723,-0.737,2.755,9.433
1638335896723,-0.737,2.755,9.433
1638335896729,-0.6,2.985,9.031
1638335896729,-0.6,2.985,9.031
1638335896734,-0.442,3.165,8.729
1638335896733,-0.442,3.165,8.729
1638335896739,-0.328,3.33,8.478
1638335896739,-0.328,3.33,8.478
1638335896741,-0.328,3.33,8.478
1638335896743,-0.198,3.531,8.233
1638335896744,-0.198,3.531,8.233
1638335896749,-0.098,3.675,7.996
1638335896749,-0.098,3.675,7.996
1638335896753,-0.033,3.818,7.673
1638335896754,-0.033,3.818,7.673
1638335896758,0.031,3.94,7.407
1638335896758,0.031,3.94,7.407
1638335896761,0.031,3.94,7.407
1638335896764,0.038,4.02,7.206
1638335896764,0.038,4.02,7.206
1638335896769,-0.033,4.055,7.048
1638335896768,-0.033,4.055,7.048
1638335896774,-0.141,4.041,6.976
1638335896774,-0.141,4.041,6.976
1638335896779,-0.299,3.962,7.012
1638335896778,-0.299,3.962,7.012
1638335896780,-0.299,3.962,7.012
1638335896784,-0.471,3.897,7.17
1638335896784,-0.471,3.897,7.17
1638335896789,-0.629,3.833,7.379
1638335896789,-0.629,3.833,7.379
1638335896794,-0.758,3.775,7.522
1638335896794,-0.758,3.775,7.522
1638335896799,-0.859,3.718,7.63
1638335896798,-0.859,3.718,7.63
1638335896801,-0.859,3.718,7.63
1638335896804,-0.902,3.653,7.731
1638335896804,-0.902,3.653,7.731
1638335896809,-0.938,3.567,7.889
1638335896809,-0.938,3.567,7.889
1638335896814,-0.952,3.459,8.154
1638335896814,-0.952,3.459,8.154
1638335896818,-0.938,3.359,8.478
1638335896819,-0.938,3.359,8.478
1638335896821,-0.938,3.359,8.478
1638335896824,-0.895,3.258,8.923
1638335896824,-0.895,3.258,8.923
1638335896829,-0.823,3.158,9.325
1638335896828,-0.823,3.158,9.325
1638335896833,-0.73,3.05,9.634
1638335896834,-0.73,3.05,9.634
1638335896838,-0.658,2.928,9.878
1638335896838,-0.658,2.928,9.878
1638335896841,-0.658,2.928,9.878
1638335896844,-0.622,2.791,10.108
1638335896844,-0.622,2.791,10.108
1638335896849,-0.615,2.669,10.281
1638335896848,-0.615,2.669,10.281
1638335896854,-0.622,2.612,10.367
1638335896853,-0.622,2.612,10.367
1638335896858,-0.629,2.583,10.417
1638335896859,-0.629,2.583,10.417
1638335896861,-0.629,2.583,10.417
1638335896864,-0.636,2.59,10.388
1638335896864,-0.636,2.59,10.388
1638335896869,-0.658,2.626,10.316
1638335896868,-0.658,2.626,10.316
1638335896874,-0.644,2.691,10.209
1638335896873,-0.644,2.691,10.209
1638335896878,-0.636,2.784,10.079
1638335896879,-0.636,2.784,10.079
1638335896881,-0.636,2.784,10.079
1638335896883,-0.608,2.885,9.929
1638335896884,-0.608,2.885,9.929
1638335896889,-0.543,3.028,9.627
1638335896888,-0.543,3.028,9.627
1638335896894,-0.471,3.186,9.289
1638335896894,-0.471,3.186,9.289
1638335896899,-0.378,3.352,8.952
1638335896898,-0.378,3.352,8.952
1638335896901,-0.378,3.352,8.952
1638335896904,-0.284,3.495,8.6
1638335896904,-0.284,3.495,8.6
1638335896909,-0.249,3.603,8.248
1638335896909,-0.249,3.603,8.248
1638335896914,-0.256,3.689,7.996
1638335896914,-0.256,3.689,7.996
1638335896918,-0.306,3.739,7.874
1638335896918,-0.306,3.739,7.874
1638335896921,-0.306,3.739,7.874
1638335896924,-0.385,3.761,7.91
1638335896924,-0.385,3.761,7.91
1638335896928,-0.464,3.739,8.025
1638335896929,-0.464,3.739,8.025
1638335896933,-0.536,3.675,8.19
1638335896933,-0.536,3.675,8.19
1638335896939,-0.651,3.603,8.377
1638335896939,-0.651,3.603,8.377
1638335896941,-0.651,3.603,8.377
1638335896944,-0.744,3.524,8.6
1638335896944,-0.744,3.524,8.6
1638335896949,-0.816,3.402,8.851
1638335896949,-0.816,3.402,8.851
1638335896954,-0.895,3.308,9.095
1638335896953,-0.895,3.308,9.095
1638335896959,-0.952,3.237,9.325
1638335896959,-0.952,3.237,9.325
1638335896961,-0.952,3.237,9.325
1638335896963,-0.967,3.193,9.462
1638335896964,-0.967,3.193,9.462
1638335896969,-0.96,3.201,9.562
1638335896968,-0.96,3.201,9.562
1638335896974,-0.938,3.237,9.641
1638335896973,-0.938,3.237,9.641
1638335896978,-0.924,3.28,9.684
1638335896979,-0.924,3.28,9.684
1638335896981,-0.924,3.28,9.684
1638335896983,-0.895,3.337,9.706
1638335896984,-0.895,3.337,9.706
1638335896988,-0.859,3.387,9.706
1638335896989,-0.859,3.387,9.706
1638335896994,-0.83,3.438,9.648
1638335896994,-0.83,3.438,9.648
1638335896999,-0.816,3.438,9.562
1638335896999,-0.816,3.438,9.562
1638335897000,-0.816,3.438,9.562
1638335897004,-0.845,3.445,9.49
1638335897003,-0.845,3.445,9.49
1638335897008,-0.902,3.452,9.39
1638335897008,-0.902,3.452,9.39
1638335897014,-0.945,3.459,9.253
1638335897013,-0.945,3.459,9.253
1638335897019,-0.967,3.488,9.138
1638335897019,-0.967,3.488,9.138
1638335897021,-0.967,3.488,9.138
1638335897024,-0.988,3.495,9.038
1638335897024,-0.988,3.495,9.038
1638335897029,-0.981,3.502,9.002
1638335897029,-0.981,3.502,9.002
1638335897034,-0.96,3.51,9.031
1638335897034,-0.96,3.51,9.031
1638335897039,-0.945,3.517,9.124
1638335897038,-0.945,3.517,9.124
1638335897041,-0.945,3.517,9.124
1638335897044,-0.895,3.531,9.203
1638335897043,-0.895,3.531,9.203
1638335897049,-0.845,3.531,9.239
1638335897049,-0.845,3.531,9.239
1638335897054,-0.816,3.531,9.21
1638335897053,-0.816,3.531,9.21
1638335897059,-0.816,3.51,9.203
1638335897059,-0.816,3.51,9.203
1638335897061,-0.816,3.51,9.203
1638335897064,-0.816,3.495,9.174
1638335897063,-0.816,3.495,9.174
1638335897069,-0.823,3.488,9.131
1638335897068,-0.823,3.488,9.131
1638335897074,-0.845,3.481,9.059
1638335897073,-0.845,3.481,9.059
1638335897079,-0.866,3.481,8.966
1638335897079,-0.866,3.481,8.966
1638335897081,-0.866,3.481,8.966
1638335897084,-0.902,3.481,8.88
1638335897083,-0.902,3.481,8.88
1638335897088,-0.981,3.459,8.779
1638335897089,-0.981,3.459,8.779
1638335897094,-1.053,3.395,8.708
1638335897094,-1.053,3.395,8.708
1638335897098,-1.096,3.323,8.636
1638335897099,-1.096,3.323,8.636
1638335897100,-1.096,3.323,8.636
1638335897104,-1.075,3.272,8.571
1638335897104,-1.075,3.272,8.571
1638335897109,-0.931,3.244,8.564
1638335897109,-0.931,3.244,8.564
1638335897114,-0.773,3.258,8.636
1638335897114,-0.773,3.258,8.636
1638335897119,-0.529,3.316,9.067
1638335897118,-0.529,3.316,9.067
1638335897121,-0.529,3.316,9.067
1638335897123,-0.155,3.624,9.821
1638335897124,-0.155,3.624,9.821
1638335897129,0.002,3.948,9.921
1638335897128,0.002,3.948,9.921
1638335897134,-0.105,4.084,9.411
1638335897134,-0.105,4.084,9.411
1638335897138,-0.306,4.091,9.095
1638335897139,-0.306,4.091,9.095
1638335897141,-0.306,4.091,9.095
1638335897144,-0.536,4.005,8.966
1638335897143,-0.536,4.005,8.966
1638335897149,-0.665,3.826,8.887
1638335897148,-0.665,3.826,8.887
1638335897154,-0.787,3.553,8.815
1638335897154,-0.787,3.553,8.815
1638335897158,-0.909,3.423,8.729
1638335897159,-0.909,3.423,8.729
1638335897161,-0.909,3.423,8.729
1638335897164,-1.039,3.416,8.7
1638335897164,-1.039,3.416,8.7
1638335897168,-1.146,3.488,8.708
1638335897169,-1.146,3.488,8.708
1638335897173,-1.204,3.581,8.672
1638335897173,-1.204,3.581,8.672
1638335897179,-1.218,3.653,8.564
1638335897178,-1.218,3.653,8.564
1638335897181,-1.218,3.653,8.564
1638335897183,-1.218,3.668,8.42
1638335897184,-1.218,3.668,8.42
1638335897189,-1.233,3.574,8.312
1638335897188,-1.233,3.574,8.312
1638335897193,-1.297,3.474,8.298
1638335897194,-1.297,3.474,8.298
1638335897199,-1.369,3.402,8.37
1638335897199,-1.369,3.402,8.37
1638335897201,-1.369,3.402,8.37
1638335897203,-1.412,3.33,8.427
1638335897204,-1.412,3.33,8.427
1638335897209,-1.462,3.237,8.521
1638335897208,-1.462,3.237,8.521
1638335897214,-1.52,3.122,8.664
1638335897213,-1.52,3.122,8.664
1638335897219,-1.563,3.0,8.851
1638335897218,-1.563,3.0,8.851
1638335897221,-1.563,3.0,8.851
1638335897224,-1.592,2.863,9.052
1638335897223,-1.592,2.863,9.052
1638335897229,-1.563,2.791,9.196
1638335897229,-1.563,2.791,9.196
1638335897234,-1.527,2.748,9.325
1638335897234,-1.527,2.748,9.325
1638335897238,-1.462,2.748,9.383
1638335897239,-1.462,2.748,9.383
1638335897241,-1.462,2.748,9.383
1638335897243,-1.376,2.798,9.39
1638335897243,-1.376,2.798,9.39
1638335897249,-1.283,2.885,9.426
1638335897249,-1.283,2.885,9.426
1638335897253,-1.182,2.978,9.534
1638335897253,-1.182,2.978,9.534
1638335897258,-1.082,3.064,9.706
1638335897258,-1.082,3.064,9.706
1638335897260,-1.082,3.064,9.706
1638335897264,-0.988,3.143,9.857
1638335897264,-0.988,3.143,9.857
1638335897268,-0.909,3.201,9.993
1638335897268,-0.909,3.201,9.993
1638335897274,-0.809,3.258,10.058
1638335897274,-0.809,3.258,10.058
1638335897279,-0.687,3.301,9.993
1638335897279,-0.687,3.301,9.993
1638335897281,-0.687,3.301,9.993
1638335897284,-0.615,3.366,9.814
1638335897284,-0.615,3.366,9.814
